story_name	reading_time_min	Author	LastName	Name	country	genera	Wiki_URL	cats	linked_authors	Birth Year	Death Year
En Zaccarath	6.25	Dunsany, Lord	Dunsany	Lord	Irlanda		https://es.wikipedia.org/wiki/Lord_Dunsany	Candidatos al Premio Nobel de Literatura,Escritores de literatura fantástica de Irlanda,Escritores de terror de Irlanda,Escritores en inglés del siglo XX,Fallecidos en 1957,Fallecidos en Dublín,Fallecidos por apendicitis,Hombres,Lord Dunsany,Nacidos en 1878,Nacidos en Londres	Arthur C. Clarke,H. P. Lovecraft,Jorge Luis Borges,William Butler Yeats	1878	1957
Vamos a matar los Gaticos	3.375	Cepeda Samudio, Álvaro	Cepeda Samudio	Álvaro	Colombia	Romanticismo	https://es.wikipedia.org/wiki/%C3%81lvaro_Cepeda_Samudio	Barranquilleros,Escritores de Colombia,Escritores en español del siglo XX,Fallecidos en 1972,Hombres,Integrantes del Grupo de Barranquilla,Nacidos en 1926,Novelistas de Colombia,Periodistas de Colombia,Realismo mágico	Benito Pérez Galdós,Gabriel García Márquez,Hernando Téllez,James Joyce,John Steinbeck,Juan Rulfo,Meira Delmar,Pío Baroja,Sherwood Anderson,Virginia Woolf	1926	1972
Los jugadores de ajedrez	1.69	Pessoa, Fernando	Pessoa	Fernando	Portugal	Romanticismo	https://es.wikipedia.org/wiki/Fernando_Pessoa	Agnósticos de Portugal,Escritores con seudónimo,Escritores de Portugal del siglo XX,Escritores en portugués,Fallecidos en 1935,Fallecidos por cirrosis,Fernando Pessoa,Hombres,Masones de Portugal,Nacidos en 1888,Nacidos en Lisboa,Paganos,Poesía moderna,Poetas de Portugal del siglo XX,Poetas en portugués,Rosacruces	Alfred Tennyson,Antonio Machado,Cecília Meireles,Edgar Allan Poe,Ezra Pound,James Joyce,Jesús Munárriz,John Keats,John Milton,José Luis García Martín,José Saramago,Lord Byron,Octavio Paz,Pablo Neruda,Percy Bysshe Shelley,T. S. Eliot,Walt Whitman,William Butler Yeats,William Shakespeare,William Wordsworth,Ángel Crespo	1888	1935
Dichos de Luder 37	0.25	Ribeyro, Julio Ramón	Ribeyro	Julio Ramón	Peru	Romanticismo	https://es.wikipedia.org/wiki/Julio_Ram%C3%B3n_Ribeyro	Fallecidos en 1994,Hombres,Julio Ramón Ribeyro,Nacidos en 1929	Jorge Luis Borges,Julio Cortázar,Ricardo Palma	1929	1994
Prejaspes	6.585	Pardo Bazán, Emilia	Pardo Bazán	Emilia	España	Romanticismo	https://es.wikipedia.org/wiki/Emilia_Pardo_Baz%C3%A1n	Académicos numerarios de la Real Academia Gallega,Aliadófilos en España durante la Primera Guerra Mundial,Antidarwinismo en España,Antisemitismo en España,Ateneístas,Catedráticos de la Universidad Complutense de Madrid,Condes de España,Creacionistas,Críticos de teatro de España,Críticos literarios de España del siglo XIX,Críticos literarios de España del siglo XX,Damas de la Orden de las Damas Nobles de la Reina María Luisa,Emilia Pardo Bazán,Escritoras de España,Escritoras feministas de España,Escritores católicos de España,Escritores costumbristas de España,Escritores de España del Realismo,Escritores de España del siglo XIX,Escritores de España del siglo XX,Escritores de la provincia de La Coruña,Escritores en español,Escritores sobre el carlismo,Españolas del siglo XIX,Españolas del siglo XX,Fallecidos en 1921,Fallecidos en Madrid,Feministas de Galicia,Gastrónomas de España,Historia de las mujeres en España,Literatos carlistas,Mujeres,Mujeres novelistas de España,Nacidos en 1851,Nacidos en La Coruña,Novelistas de España del siglo XIX,Novelistas de España del siglo XX,Novelistas de Galicia,Racismo en España,Salonnière,Sepultados en la Sacramental de San Lorenzo y San José	Benito Pérez Galdós,Francisco Pi y Margall,Gertrudis Gómez de Avellaneda,José María Gabriel y Galán,Juan Valera,María de Zayas,Miguel de Unamuno,Pedro Antonio de Alarcón,Ramón de Campoamor,Vicente Blasco Ibáñez,Victor Hugo,Wenceslao Fernández Flórez,Émile Zola	1851	1921
El martirio de sor Bibiana	5.39	Pardo Bazán, Emilia	Pardo Bazán	Emilia	España	Romanticismo	https://es.wikipedia.org/wiki/Emilia_Pardo_Baz%C3%A1n	Académicos numerarios de la Real Academia Gallega,Aliadófilos en España durante la Primera Guerra Mundial,Antidarwinismo en España,Antisemitismo en España,Ateneístas,Catedráticos de la Universidad Complutense de Madrid,Condes de España,Creacionistas,Críticos de teatro de España,Críticos literarios de España del siglo XIX,Críticos literarios de España del siglo XX,Damas de la Orden de las Damas Nobles de la Reina María Luisa,Emilia Pardo Bazán,Escritoras de España,Escritoras feministas de España,Escritores católicos de España,Escritores costumbristas de España,Escritores de España del Realismo,Escritores de España del siglo XIX,Escritores de España del siglo XX,Escritores de la provincia de La Coruña,Escritores en español,Escritores sobre el carlismo,Españolas del siglo XIX,Españolas del siglo XX,Fallecidos en 1921,Fallecidos en Madrid,Feministas de Galicia,Gastrónomas de España,Historia de las mujeres en España,Literatos carlistas,Mujeres,Mujeres novelistas de España,Nacidos en 1851,Nacidos en La Coruña,Novelistas de España del siglo XIX,Novelistas de España del siglo XX,Novelistas de Galicia,Racismo en España,Salonnière,Sepultados en la Sacramental de San Lorenzo y San José	Benito Pérez Galdós,Francisco Pi y Margall,Gertrudis Gómez de Avellaneda,José María Gabriel y Galán,Juan Valera,María de Zayas,Miguel de Unamuno,Pedro Antonio de Alarcón,Ramón de Campoamor,Vicente Blasco Ibáñez,Victor Hugo,Wenceslao Fernández Flórez,Émile Zola	1851	1921
La primera conquista	4.565	Trigo, Felipe	Trigo	Felipe	España	Rural	https://es.wikipedia.org/wiki/Felipe_Trigo	Aliadófilos en España durante la Primera Guerra Mundial,Coroneles de España,Escritores de España del siglo XX,Escritores de Extremadura,Escritores en español del siglo XX,Escritores eróticos,Fallecidos en 1916,Fallecidos en Madrid,Hombres,Militares de España del siglo XIX,Militares de España en la Revolución Filipina,Militares de España en la guerra hispano-estadounidense,Militares de la provincia de Badajoz,Médicos de Atención Primaria de España,Médicos de Extremadura,Médicos militares de España,Nacidos en 1864,Nacidos en Villanueva de la Serena,Novelistas de España del siglo XX,Periodistas de España del siglo XX,Periodistas de Extremadura,Presencia española en Filipinas,Suicidas de España		1864	1916
Fábula hindú	1.41	Voltaire	Voltaire		Francia					1694	1778
La vida en común	0.5	Monterroso, Augusto	Monterroso	Augusto	Guatemala		https://es.wikipedia.org/wiki/Augusto_Monterroso	Aforistas,Augusto Monterroso,Cuentistas de Guatemala,Emigrantes guatemaltecos hacia México,Ensayistas de Guatemala,Escritores de Guatemala,Escritores en español del siglo XX,Fabulistas,Fallecidos en 2003,Fallecidos en Ciudad de México,Galardonados con el Premio Princesa de Asturias de las Letras,Ganadores del Premio Nacional de Literatura de Guatemala,Hombres,Microrrelatistas,Nacidos en 1920,Nacidos en Tegucigalpa,Nacionalizados de Guatemala,Premio Xavier Villaurrutia		1921	2003
Los hombres más nobles y antiguos	3.505	Boccaccio, Giovanni	Boccaccio	Giovanni	Italia	Romanticismo	https://es.wikipedia.org/wiki/Giovanni_Boccaccio	Cuentistas de Italia,Diplomáticos del siglo XIV,Escritores de Italia del siglo XIV,Escritores en italiano,Escritores en latín,Escritores medievales que trataron temas de mitología griega,Fallecidos en 1375,Fallecidos en Certaldo,Giovanni Boccaccio,Hombres,Humanistas de Italia del siglo XIV,Italia en el Renacimiento,Mitógrafos medievales de la Antigua Grecia,Nacidos en 1313,Nacidos en Certaldo,Personas que dan nombre a un asteroide,Poetas de Italia del siglo XIV,Traductores de Dante Alighieri	Angelo Poliziano,Dante Alighieri,Fernando de Rojas,Geoffrey Chaucer,Lope de Vega,Miguel de Cervantes	1313	1375
Jabón	4.015	Onetti, Juan Carlos	Onetti	Juan Carlos	Uruguay	Modernismo	https://es.wikipedia.org/wiki/Juan_Carlos_Onetti	Cuentistas de Uruguay,Escritores en español del siglo XX,Exiliados uruguayos en España,Fallecidos en 1994,Fallecidos en Madrid,Ganadores del Premio Cervantes,Ganadores del Premio de la Crítica de narrativa castellana,Hombres,Juan Carlos Onetti,Nacidos en 1909,Nacidos en Montevideo,Novelistas de Uruguay,Sepultados en el cementerio de La Almudena	Albert Camus,Cristina Peri Rossi,Ernest Hemingway,Félix Grande,Gerardo Diego,Idea Vilariño,James Joyce,Jorge Luis Borges,Julio Cortázar,Marcel Proust,Octavio Paz,Pío Baroja,William Faulkner	1909	1994
El hombre y su imagen	1.13	La Fontaine, Jean de	La Fontaine	Jean de	Francia	Romanticismo	https://es.wikipedia.org/wiki/Jean_de_La_Fontaine	Escritores en francés,Fabulistas,Fallecidos en 1695,Fallecidos en París,Hombres,Index Librorum Prohibitorum,Miembros de la Academia Francesa,Moralistas,Nacidos en 1621,Nacidos en Château-Thierry,Poetas de Francia del siglo XVII	Charles Perrault,Giovanni Boccaccio	1621	1695
La fábula de los ciegos	2.14	Hesse, Hermann	Hesse	Hermann	Alemania	Romanticismo	https://es.wikipedia.org/wiki/Hermann_Hesse	Alemanes laureados con el Premio Nobel de Literatura,Escritores de Suiza del siglo XX,Escritores en alemán,Fallecidos en 1962,Fallecidos en Collina d'Oro,Hermann Hesse,Hombres,Laureados con el Premio Nobel 1946,Laureados con el Premio Nobel de Literatura por idioma alemán,Miembros de la Academia de las Artes de Berlín,Nacidos en 1877,Nacidos en Calw,Novelistas de Alemania del siglo XX,Pintores de Suiza del siglo XX,Poetas de Alemania del siglo XX,Poetas de Suiza,Premio Gottfried Keller,Suizo-alemanes,Suizos laureados con el Premio Nobel de Literatura	Bertolt Brecht,Friedrich Schiller,Gabriela Mistral,Joseph von Eichendorff,Thomas Mann	1877	1962
El ratoncillo, el pajarillo y la salchicha	3.0	Grimm, Hermanos	Grimm	Hermanos	Alemania	Romanticismo	https://es.wikipedia.org/wiki/Hermanos_Grimm	Cuentistas de Alemania,Dúos de hermanos,Escritores de Alemania del siglo XIX,Escritores de literatura infantil de Alemania,Escritores en alemán,Germanistas,Hermanos Grimm,Lexicógrafos de Alemania,Lingüistas de Alemania del siglo XIX,Mitógrafos,Parejas de artistas	Charles Perrault	1785	1863 y 1786
El puente	1.595	Kafka, Franz	Kafka	Franz	Checoslovaquia	Romanticismo	https://es.wikipedia.org/wiki/Franz_Kafka	Aforistas,Alumnado de la Universidad Carolina,Asquenazíes,Ateos de Austria,Ateos judíos,Biógrafos de la República Checa,Cuentistas de la República Checa,Diaristas,Escritores de Austria del siglo XX,Escritores de la República Checa del siglo XX,Escritores del Imperio austrohúngaro,Escritores en alemán,Escritores expresionistas,Escritores judíos,Existencialistas,Fabulistas,Fallecidos en 1924,Fallecidos en Klosterneuburg,Fallecidos por tuberculosis,Franz Kafka,Hombres,Microrrelatistas,Nacidos en 1883,Nacidos en Praga,Novelistas de Austria,Novelistas de la República Checa,Novelistas del siglo XX,Realismo mágico,Zurdos	Albert Camus,Dante Alighieri,Gabriel García Márquez,Heinrich von Kleist,J. D. Salinger,James Joyce,Jean-Paul Sartre,John Updike,Jorge Luis Borges,José Saramago,Marcel Proust,Ray Bradbury,Thomas Mann,Vladimir Nabokov	1883	1924
En la barbería	5.95	Chejov, Anton	Chejov	Anton	Rusia	Dramaturgia	https://es.wikipedia.org/wiki/Ant%C3%B3n_Ch%C3%A9jov	Antón Chéjov,Cuentistas de Rusia,Dramaturgos de Rusia del siglo XIX,Ensayistas de Rusia,Escritores de Rusia del siglo XIX,Escritores de ficción psicológica,Escritores en ruso,Escritores médicos,Fallecidos en 1904,Fallecidos por tuberculosis,Hombres,Nacidos en 1860,Nacidos en Taganrog,Novelistas de Rusia del siglo XIX,Personas que dan nombre a un asteroide,Sepultados en el cementerio Novodévichi	E. L. Doctorow,Edgar Allan Poe,George Steiner,Guy de Maupassant,James Joyce,Jorge Luis Borges,Máximo Gorki,Tennessee Williams,Virginia Woolf,Émile Zola	1860	1904
Los dos pichones	2.905	La Fontaine, Jean de	La Fontaine	Jean de	Francia	Romanticismo	https://es.wikipedia.org/wiki/Jean_de_La_Fontaine	Escritores en francés,Fabulistas,Fallecidos en 1695,Fallecidos en París,Hombres,Index Librorum Prohibitorum,Miembros de la Academia Francesa,Moralistas,Nacidos en 1621,Nacidos en Château-Thierry,Poetas de Francia del siglo XVII	Charles Perrault,Giovanni Boccaccio	1621	1695
Un niño como yo	0.255	García Márquez, Gabriel	García Márquez	Gabriel	Colombia	Romanticismo	https://es.wikipedia.org/wiki/Gabriel_Garc%C3%ADa_M%C3%A1rquez	Alumnado de la Universidad Nacional de Colombia,Ateos de Colombia,Condecorados con la Orden al Mérito Docente y Cultural Gabriela Mistral,Cuentistas de Colombia,Escritores posmodernos,Fallecidos en 2014,Fallecidos en Ciudad de México,Gabriel García Márquez,Hombres,Laureados con el Premio Nobel 1982,Nacidos en 1927,Nacidos en Aracataca,Novelistas de Colombia,Premio Nobel de Literatura	Alejo Carpentier,Carlos Fuentes,Daniel Defoe,Ernest Hemingway,Franz Kafka,James Joyce,Jorge Luis Borges,Juan Rulfo,Julio Cortázar,Mario Benedetti,Miguel de Cervantes,Miguel Ángel Asturias,Pablo Neruda,Virginia Woolf,William Faulkner,Álvaro Cepeda Samudio,Álvaro Mutis	1927	2014
Sadismo y masoquismo	0.255	Anderson Imbert, Enrique	Anderson Imbert	Enrique	Argentina		https://es.wikipedia.org/wiki/Enrique_Anderson_Imbert	Alumnado de la Facultad de Filosofía y Letras de la Universidad de Buenos Aires,Alumnado del Colegio Nacional Rafael Hernández,Beca Guggenheim,Críticos literarios de Argentina,Cuentistas de Argentina,Ensayistas de Argentina,Escritores de la provincia de Córdoba (Argentina),Escritores en español del siglo XX,Fallecidos en 2000,Fallecidos en Buenos Aires,Hombres,Miembros de la Academia Argentina de Letras,Miembros de la Academia Estadounidense de las Artes y las Ciencias,Nacidos en 1910,Nacidos en Córdoba (Argentina),Novelistas de Argentina,Profesorado de la Universidad Nacional de Tucumán,Profesores de la Universidad Nacional de Cuyo,Profesores de la Universidad de Harvard,Profesores de la Universidad de Míchigan,Sepultados en el Cementerio Jardín de Paz de Pilar		1910	2000
In memoriam Dr. KHG	0.545	Örkény, István	Örkény	István	Hungria		https://es.wikipedia.org/wiki/Istv%C3%A1n_%C3%96rk%C3%A9ny	Dramaturgos de Hungría,Escritores de Hungría del siglo XX,Escritores en húngaro,Fallecidos en 1979,Fallecidos en Budapest,Hombres,Judíos de Hungría,Nacidos en 1912,Nacidos en Budapest		1912	1979
Sé como un muerto	1.03	Anónimo	Anónimo		India						
Simón el mago	0.525	Voltaire	Voltaire		Francia					1694	1778
El salto cualitativo	0.195	Monterroso, Augusto	Monterroso	Augusto	Guatemala		https://es.wikipedia.org/wiki/Augusto_Monterroso	Aforistas,Augusto Monterroso,Cuentistas de Guatemala,Emigrantes guatemaltecos hacia México,Ensayistas de Guatemala,Escritores de Guatemala,Escritores en español del siglo XX,Fabulistas,Fallecidos en 2003,Fallecidos en Ciudad de México,Galardonados con el Premio Princesa de Asturias de las Letras,Ganadores del Premio Nacional de Literatura de Guatemala,Hombres,Microrrelatistas,Nacidos en 1920,Nacidos en Tegucigalpa,Nacionalizados de Guatemala,Premio Xavier Villaurrutia		1921	2003
En el café de la estación	3.085	Pavese, Cesare	Pavese	Cesare	Italia		https://es.wikipedia.org/wiki/Cesare_Pavese	Antifascistas de Italia,Ateos de Italia,Biógrafos de Italia,Cuentistas de Italia,Diaristas,Ensayistas de Italia del siglo XX,Escritores de Italia del siglo XX,Escritores que cometieron suicidio,Fallecidos en 1950,Fallecidos en Turín,Ganadores del Premio Strega,Hombres,Nacidos en 1908,Nacidos en Santo Stefano Belbo,Novelistas de Italia del siglo XX,Poesía moderna,Poetas de Italia del siglo XX,Suicidas de Italia,Suicidas por sobredosis de barbitúricos,Suicidios en 1950,Suicidios masculinos,Traductores al italiano,Traductores del inglés	Charles Dickens,Daniel Defoe,Herman Melville,James Joyce,Walt Whitman,William Faulkner	1908	1950
El gerente	4.94	Quiroga, Horacio	Quiroga	Horacio	Uruguay		https://es.wikipedia.org/wiki/Horacio_Quiroga	Críticos de cine de Uruguay,Cuentistas de Argentina,Cuentistas de Uruguay,Emigrantes uruguayos hacia Argentina,Escritores de aventuras,Escritores de literatura infantil y juvenil de Uruguay,Escritores de terror de Argentina,Escritores de terror de Uruguay,Escritores en español del siglo XX,Escritores que cometieron suicidio,Expatriados uruguayos en Argentina,Fallecidos en 1937,Hombres,Horacio Quiroga,Nacidos en 1878,Nacidos en Salto,Suicidas de Uruguay,Suicidas por envenenamiento,Suicidios en 1937	Alfonsina Storni,Charles Baudelaire,Edgar Allan Poe,Guy de Maupassant,Juana de Ibarbourou,Julio Herrera y Reissig,Leopoldo Lugones,Rubén Darío,Rudyard Kipling	1878	1937
De puro distraído	3.98	Benedetti, Mario	Benedetti	Mario	Uruguay	Romanticismo	https://es.wikipedia.org/wiki/Mario_Benedetti	Fallecidos en 2009,Hombres,Mario Benedetti,Nacidos en 1920	Gabriela Mistral,José Saramago,Pablo Neruda,Rubén Darío	1920	2009
La zorra y el perro	0.31	Esopo	Esopo		Grecia					Siglo VI AC	
Despedida	0.07	Tagore, Rabindranath	Tagore	Rabindranath	India		https://es.wikipedia.org/wiki/Rabindranath_Tagore	Aforistas,Alumnado de la Universidad de Calcuta,Alumnado del University College de Londres,Autores de himnos nacionales,Dramaturgos de India,Escritores de Bangladés,Escritores de India del siglo XIX,Escritores de India del siglo XX,Escritores en bengalí,Fallecidos en 1941,Filósofos de India del siglo XIX,Filósofos de India del siglo XX,Hombres,Indios laureados con el Premio Nobel de Literatura,Knights Bachelor,Laureados con el Premio Nobel 1913,Nacidos en 1861,Nacidos en Calcuta,Novelistas de India del siglo XIX,Novelistas de India del siglo XX,Pedagogos de India,Poetas de India del siglo XIX,Poetas de India del siglo XX,Rabindranath Tagore	Dante Alighieri,Federico García Lorca,Gabriela Mistral,Graham Greene,Johann Wolfgang von Goethe,José Ortega y Gasset,Juan Ramón Jiménez,León Tolstoi,Miguel de Cervantes,Octavio Paz,Pablo Neruda,Robert Frost,Thomas Mann,Victoria Ocampo,W. B. Yeats,Yasunari Kawabata	1861	1941
